"asc","b_price","b_risk2","b_risk3","b_duration2","b_duration3","b_efficacy2","b_efficacy3","b_oral","b_dose2","b_dose3","b_imported","lambda_PT","logLike"
2.14,-0.00055,-0.354,-0.327,0.144,0.651,0.292,0.62,-0.0748,-0.046,-0.0556,-0.292,0.614,-7.62719346757082
2.14,-0.00055,-0.354,-0.327,0.144,0.651,0.292,0.62,-0.0748,-0.046,-0.0556,-0.292,0.614,-7.62719346757082
2.13999998418602,-0.000577487023046433,-0.354000034554184,-0.326999997537157,0.143999992251815,0.651000022557704,0.291999993787005,0.619999991234233,-0.0747999959214029,-0.0460000099220733,-0.0556000208301344,-0.292000089655769,0.613999892442995,-7.62708395791151
2.13960071008725,-0.000569787430712724,-0.356980098813798,-0.32653941919792,0.143125355610978,0.653201555701279,0.2912702227728,0.62022926565132,-0.074021877180989,-0.0464206295557797,-0.0566875628145533,-0.298281755497274,0.60730025928968,-7.62679640851008
2.13999379709821,-0.000565916345346168,-0.357075796961412,-0.327643830413695,0.142823292128559,0.65294607730014,0.292791975582976,0.61780352228441,-0.0741908953167328,-0.0458837479148734,-0.0578324645419746,-0.301790625923954,0.60715119602234,-7.6267286136287
2.14480536594559,-0.000561675148346522,-0.354300375692722,-0.328287324828642,0.140292974929964,0.654944268728207,0.295559336360721,0.616305521345613,-0.071769685635481,-0.0455981770841413,-0.0554345228318629,-0.308357276279207,0.607035307748319,-7.62672385942059
2.14650707396276,-0.000561361046870881,-0.355742256780442,-0.328363404550493,0.141004579600033,0.653154349641945,0.294074821037316,0.618005061946242,-0.0743903715189785,-0.0439122421606021,-0.0584142980500501,-0.308607003161052,0.607146298625847,-7.62670177511108
2.14652383186769,-0.000561839963589636,-0.356362661683448,-0.328503633014954,0.140672997585605,0.653263961854238,0.294189640208656,0.617797859574754,-0.0745836243289553,-0.0443041244644483,-0.0584891851921146,-0.307857915469559,0.607115750457194,-7.62669522503358
2.14756837763773,-0.000564159849778043,-0.357396041738432,-0.330070892728864,0.140612296129227,0.652949774226753,0.294167884389493,0.617692733003043,-0.0739426791380036,-0.0458741255678017,-0.0572575082623643,-0.306489694463797,0.607076345055579,-7.62669066839759
2.14891614802886,-0.000565235614248012,-0.357585506406936,-0.329360507118198,0.139491013736355,0.653776459865182,0.294136785329636,0.617423905040625,-0.0734928024001254,-0.0449683688283778,-0.0580785856501148,-0.306479838442345,0.607416561103694,-7.62668951531101
2.14903699798214,-0.000564203382615326,-0.357291302453376,-0.329628886642877,0.13937743904069,0.653289804222293,0.293982840386712,0.617669767094946,-0.0744888839061137,-0.04523154934002,-0.0580198945196422,-0.307077913413513,0.607216285199984,-7.62668749428388
2.1493626021918,-0.000564421038859841,-0.357587740531483,-0.329762558632532,0.13987790278071,0.652978948072429,0.294155725822489,0.61767310870199,-0.074081369766754,-0.0451060839744124,-0.0578760311066654,-0.306857475128732,0.607041838376343,-7.62668725437108
2.14958396716016,-0.000564627262921152,-0.357479322839153,-0.329757199057636,0.1395368384718,0.65303058620405,0.29392085856321,0.617576578478782,-0.0740881931285733,-0.0451797825604945,-0.0579211804312021,-0.306847594685692,0.607096499785026,-7.62668699040497
2.14983999466276,-0.000564531742324243,-0.357413972873541,-0.329736155453589,0.139415261539163,0.652924129851276,0.293889741330395,0.617489532276598,-0.074153749315443,-0.0451395692208279,-0.0579395743777011,-0.30683118777372,0.606962208691013,-7.62668692754715
1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,-7.62668692754715
1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,-7.62668692754715
1.00013557333034,-0.999999947597473,-0.999996609822972,-0.999978992804017,1.00000929123445,0.999876028944357,0.999978537168488,0.999960548002775,-0.999997589483769,-0.999999417354957,-0.999997376320948,-1.00000032862602,0.999967294606051,-7.62668691460405
